,id_puesto,puesto,departamento,tipo_puesto,turno,id_empleado,apellido,nombre,email
561,15-24100,Supervisor de Producción,PRODUCCION,Mandos Medios,,1650,OLIVAS,LAGARDA,lagarda.olivas@tractchun.com
562,15-24100,Supervisor de Producción,PRODUCCION,Mandos Medios,,1708,KETCHUL,ROMO,romo.ketchul@tractchun.com
563,15-24100,Supervisor de Producción,PRODUCCION,Mandos Medios,,1755,BARRIOS,LEON,leon.barrios@tractchun.com
564,15-24100,Supervisor de Producción,PRODUCCION,Mandos Medios,,1833,CORTES,ANTONIO,antonio.cortes@tractchun.com
565,15-24100,Supervisor de Producción,PRODUCCION,Mandos Medios,,1877,MAYTORENA,MARTIN,martin.maytorena@tractchun.com
566,15-24100,Supervisor de Producción,PRODUCCION,Mandos Medios,,1894,RODRIGUEZ,CRISTINA,cristina.rodriguez@tractchun.com
567,15-24100,Supervisor de Producción,PRODUCCION,Mandos Medios,,1935,ZEPEDA,FRANCISCO,francisco.zepeda@tractchun.com
568,15-24100,Supervisor de Producción,PRODUCCION,Mandos Medios,,1953,ROBLES,ELIZABETH,elizabeth.robles@tractchun.com
569,15-24111,Operador de Producción,PRODUCCION,Operativo,,276,GRIJALVA,MARIA,maria.grijalva@tractchun.com
570,15-24111,Operador de Producción,PRODUCCION,Operativo,,295,CHAVEZ,JULIO,julio.chavez@tractchun.com
571,15-24111,Operador de Producción,PRODUCCION,Operativo,,502,VAZQUEZ,JUAN,juan.vazquez@tractchun.com
572,15-24111,Operador de Producción,PRODUCCION,Operativo,,540,Betancur,Juan ,juan .betancur@tractchun.com
573,15-24111,Operador de Producción,PRODUCCION,Operativo,,250,CORTES,AGUSTIN,agustin.cortes@tractchun.com
574,15-24111,Operador de Producción,PRODUCCION,Operativo,,289,VASQUEZ,JUAN,juan.vasquez@tractchun.com
575,15-24111,Operador de Producción,PRODUCCION,Operativo,,311,CHOMINA,JULIO,julio.chomina@tractchun.com
576,15-24111,Operador de Producción,PRODUCCION,Operativo,,596,Parra,Juan ,juan .parra@tractchun.com
577,15-24111,Operador de Producción,PRODUCCION,Operativo,,491,Sepúlveda,José,josé.sepúlveda@tractchun.com
578,15-24111,Operador de Producción,PRODUCCION,Operativo,,571,Cárdenas,Juan ,juan .cárdenas@tractchun.com
579,15-24111,Operador de Producción,PRODUCCION,Operativo,,69,MUÑOZ,LOPEZ,lopez.muñoz@tractchun.com
580,15-24111,Operador de Producción,PRODUCCION,Operativo,,261,Orrego,José,josé.orrego@tractchun.com
581,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,380,FLORES,GERARDO,gerardo.flores@tractchun.com
582,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,1734,Montoya,Marina,marina.montoya@tractchun.com
583,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,370,ACUÑA,SALGADO,salgado.acuña@tractchun.com
584,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,1533,LEON,JAVIER,javier.leon@tractchun.com
585,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,1548,ABRIL,CONRADO,conrado.abril@tractchun.com
586,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,1728,Sanchez ,León,león.sanchez @tractchun.com
587,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,1731,MACEN,MAGNOLIA,magnolia.macen@tractchun.com
588,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,1961,ENRIQUEZ,SERGIO,sergio.enriquez@tractchun.com
589,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,479,NUÑEZ,UBALDO,ubaldo.nuñez@tractchun.com
590,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,1539,VILLANES,KARLA,karla.villanes@tractchun.com
591,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,88,RUIZ,ROXANA,roxana.ruiz@tractchun.com
592,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,449,MONGE,LUZ,luz.monge@tractchun.com
593,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,1516,VIVANCO,ALBERTO,alberto.vivanco@tractchun.com
594,15-27000,Supervisor General de Producción,PRODUCCION,Mandos Medios,,740,MARTINEZ,GUADALUPE,guadalupe.martinez@tractchun.com
595,15-31410,Clerk de Tráfico,PRODUCCION,Administrativo,,538,ACOSTA,YOLANDA,yolanda.acosta@tractchun.com
596,15-31410,Clerk de Tráfico,PRODUCCION,Administrativo,,483,SORTILLON,EFRAIN,efrain.sortillon@tractchun.com
597,20-26100,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1274,SOQUI,LETICIA,leticia.soqui@tractchun.com
598,20-26100,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1329,JIMENEZ,MARICELA,maricela.jimenez@tractchun.com
599,20-26100,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1985,LIMON,GUILLERMO,guillermo.limon@tractchun.com
600,20-26100,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1949,SILVA,ALBERTO,alberto.silva@tractchun.com
601,20-26100,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1956,CASTELLANOS,ARMANDO,armando.castellanos@tractchun.com
602,20-26100,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1978,LOPEZ,CESAR,cesar.lopez@tractchun.com
603,20-26100,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1235,TAPIA,ALBERTO,alberto.tapia@tractchun.com
604,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,705,GUEVARA,JESUS,jesus.guevara@tractchun.com
605,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1769,VEGA,RENE,rene.vega@tractchun.com
606,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1850,FLORES,ROBERTO,roberto.flores@tractchun.com
607,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1290,LEYVA,CARLOS,carlos.leyva@tractchun.com
608,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1646,GARCIA,OMAR,omar.garcia@tractchun.com
609,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,109,GUERRERO,HECTOR,hector.guerrero@tractchun.com
610,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1277,Lennis,Carlos,carlos.lennis@tractchun.com
611,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,477,MEZA,ISABEL,isabel.meza@tractchun.com
612,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1790,ESCALANTE,ROBERTO,roberto.escalante@tractchun.com
613,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,224,LARA,HECTOR,hector.lara@tractchun.com
614,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,582,ROMERO,IVAN,ivan.romero@tractchun.com
615,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1125,VASQUEZ,ANTONIETA,antonieta.vasquez@tractchun.com
616,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1476,CALDERON,GUADALUPE,guadalupe.calderon@tractchun.com
617,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1488,González,Jhon ,jhon .gonzález@tractchun.com
618,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,848,MIRANDA,LOPEZ,lopez.miranda@tractchun.com
619,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,952,CHEW,ANDRES,andres.chew@tractchun.com
620,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1684,PERALTA,PAREDES,paredes.peralta@tractchun.com
621,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1760,GALLARDO,PARRA,parra.gallardo@tractchun.com
622,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,803,GUERRERO,LOPEZ,lopez.guerrero@tractchun.com
623,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1054,ALDRETE,ANTONIETA,antonieta.aldrete@tractchun.com
624,20-31100,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1196,CISNEROS,CAMPOS,campos.cisneros@tractchun.com
625,20-31200,Supervisor de captura,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,1912,Gonzalez,Jhon,jhon.gonzalez@tractchun.com
626,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1091,RAMIREZ,ALBERTO,alberto.ramirez@tractchun.com
627,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1179,MONTAÑO,ALEJANDRO,alejandro.montaño@tractchun.com
628,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1259,ZAPATA,CONRADO,conrado.zapata@tractchun.com
629,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1359,CAMPAS,CRISTINA,cristina.campas@tractchun.com
630,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1737,BORQUEZ,LETICIA,leticia.borquez@tractchun.com
631,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1787,Grisales ,Lina,lina.grisales @tractchun.com
632,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1142,CAÑEDO,ALEJANDRO,alejandro.cañedo@tractchun.com
633,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1378,URZUA,CRISTINA,cristina.urzua@tractchun.com
634,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1418,GUTIERREZ,GUILLERMO,guillermo.gutierrez@tractchun.com
635,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1846,Loaiza,Mariana,mariana.loaiza@tractchun.com
636,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1123,MORENO,ALDECOA,aldecoa.moreno@tractchun.com
637,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1323,Hincapie,Cristian,cristian.hincapie@tractchun.com
638,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1512,DANIEL,HERNANDEZ,hernandez.daniel@tractchun.com
639,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1613,URZUA,IGOR,igor.urzua@tractchun.com
640,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1682,CRUZ,IMELDA,imelda.cruz@tractchun.com
641,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1818,NIEBLAS,LIÑAN,liñan.nieblas@tractchun.com
642,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1925,Villegas,Marina,marina.villegas@tractchun.com
643,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1217,CARRILLO,CELAYA,celaya.carrillo@tractchun.com
644,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1275,FIGUEROA,COSILLO,cosillo.figueroa@tractchun.com
645,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1456,PINELLI,GUTIERREZ,gutierrez.pinelli@tractchun.com
646,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1594,Castaño,Ignacio,ignacio.castaño@tractchun.com
647,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1987,MONTAÑO,MARITZA,maritza.montaño@tractchun.com
648,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1230,LABASTIDA,CONCEPCION,concepcion.labastida@tractchun.com
649,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1318,Gonzalez,Cristian,cristian.gonzalez@tractchun.com
650,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1441,SANTOS,GUILLERMO,guillermo.santos@tractchun.com
651,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1541,CAMPOS,HIGINIO,higinio.campos@tractchun.com
652,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1632,SOTO,ILDEFONSO,ildefonso.soto@tractchun.com
653,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1172,CORELLA,ALEJANDRO,alejandro.corella@tractchun.com
654,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1160,CISNEROS,ALEJANDRO,alejandro.cisneros@tractchun.com
655,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1712,CORDOVA,IRENE,irene.cordova@tractchun.com
656,20-31210,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1604,FIGUEROA,IGNACIO,ignacio.figueroa@tractchun.com
657,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,61,ZAZUETA,ARTURO,arturo.zazueta@tractchun.com
658,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,385,AINZA,BENITA,benita.ainza@tractchun.com
659,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,738,OLIVARRIA,ALICIA,alicia.olivarria@tractchun.com
660,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,794,OSORNIO,ANTONIO,antonio.osornio@tractchun.com
661,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,941,MONTAÑO,GUILLERMO,guillermo.montaño@tractchun.com
662,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,987,MORENO,GUILLERMO,guillermo.moreno@tractchun.com
663,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1021,MAYTORENA,HUMBERTO,humberto.maytorena@tractchun.com
664,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1046,Correa,Ignacio,ignacio.correa@tractchun.com
665,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1510,Cardona,Alirio,alirio.cardona@tractchun.com
666,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1519,LEON,MONTOYA,montoya.leon@tractchun.com
667,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1567,MUNGUIA,MYRNA,myrna.munguia@tractchun.com
668,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,208,FIGUEROA,BALLESTEROS,ballesteros.figueroa@tractchun.com
669,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,464,GRIJALVA,BENJAMIN,benjamin.grijalva@tractchun.com
670,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,651,OCHOA,CESAR,cesar.ochoa@tractchun.com
671,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,837,Londoño,Guillermo,guillermo.londoño@tractchun.com
672,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1113,Echeverry,Lina,lina.echeverry@tractchun.com
673,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1233,NAVARRO,ARNOLDO,arnoldo.navarro@tractchun.com
674,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1252,SANTOSCOY,MARTIN,martin.santoscoy@tractchun.com
675,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1839,RAMOS,PATRICIA,patricia.ramos@tractchun.com
676,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1915,URIAS,PATRICIA,patricia.urias@tractchun.com
677,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,653,ROBLES,CESAR,cesar.robles@tractchun.com
678,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,996,RAMIREZ,ALICIA,alicia.ramirez@tractchun.com
679,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1001,SALLARD,GUILLERMO,guillermo.sallard@tractchun.com
680,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1185,ORTEGA,MARTIN,martin.ortega@tractchun.com
681,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1392,PEREZ,ANTONIO,antonio.perez@tractchun.com
682,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1432,Prisco,Miller,miller.prisco@tractchun.com
683,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1439,NAVARRO,MOLINA,molina.navarro@tractchun.com
684,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1773,LOPEZ,PATRICIA,patricia.lopez@tractchun.com
685,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,8,CHEW,ALFONSO,alfonso.chew@tractchun.com
686,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,308,MIRANDA,ANA,ana.miranda@tractchun.com
687,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1105,SANCHEZ,LETICIA,leticia.sanchez@tractchun.com
688,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1147,Mesa,Marina,marina.mesa@tractchun.com
689,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1388,VELARDE,MIGUEL,miguel.velarde@tractchun.com
690,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1649,ISLAS,NAVARRO,navarro.islas@tractchun.com
691,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1808,PACHECO,PATRICIA,patricia.pacheco@tractchun.com
692,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,52,CAMPAS,ANA,ana.campas@tractchun.com
693,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,648,Gonzalez,Antonio,antonio.gonzalez@tractchun.com
694,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1415,ACEVEDO,ARROYO,arroyo.acevedo@tractchun.com
695,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1940,SANTILLANEZ,PIÑEIRA,piñeira.santillanez@tractchun.com
696,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,494,ISLAS,BLANCA,blanca.islas@tractchun.com
697,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,559,DELGADILLO,BOLAÑOS,bolaños.delgadillo@tractchun.com
698,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1263,CAUDILLO,MARTINA,martina.caudillo@tractchun.com
699,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1300,VALENZUELA,MIGUEL,miguel.valenzuela@tractchun.com
700,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1550,GUERRA,MYRNA,myrna.guerra@tractchun.com
701,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,643,BANDA,CECILIA,cecilia.banda@tractchun.com
702,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,507,SANDOVAL,ALFREDO,alfredo.sandoval@tractchun.com
703,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,811,MONGE,CONCEPCION,concepcion.monge@tractchun.com
704,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1287,Velez,Mercedes,mercedes.velez@tractchun.com
705,20-31320,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1660,MAYTORENA,NORIEGA,noriega.maytorena@tractchun.com
706,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,283,RUIZ,ANGELICA,angelica.ruiz@tractchun.com
707,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,550,GARCIA,CORONADO,coronado.garcia@tractchun.com
708,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,1118,Villa,Marisol,marisol.villa@tractchun.com
709,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,1219,ANAYA,PABLO,pablo.anaya@tractchun.com
710,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,51,ARGUELLO,ALEJANDRO,alejandro.arguello@tractchun.com
711,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,761,Rua,Ignacio,ignacio.rua@tractchun.com
712,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,1181,CEBALLOS,MONICA,monica.ceballos@tractchun.com
713,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,1405,IBARRA,SILVIA,silvia.ibarra@tractchun.com
714,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,253,AMADOR,ALONSO,alonso.amador@tractchun.com
715,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,1102,COTA,JORGE,jorge.cota@tractchun.com
716,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,971,SOTO,JAVIER,javier.soto@tractchun.com
717,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,1096,Piedrahita,Jhon,jhon.piedrahita@tractchun.com
718,20-31400,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,,700,GONZALEZ,GUSTAVO,gustavo.gonzalez@tractchun.com
719,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,184,Piedrahita,Catalina,catalina.piedrahita@tractchun.com
720,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,262,Barrientos,Liliana,liliana.barrientos@tractchun.com
721,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,541,BRIBIESCA,PATRON,patron.bribiesca@tractchun.com
722,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,612,OCAÑO,PIÑA,piña.ocaño@tractchun.com
723,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,716,NAVARRO,PORTUGAL,portugal.navarro@tractchun.com
724,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1341,CHOMINA,ALFONSO,alfonso.chomina@tractchun.com
725,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,22,MIRANDA,ARACELI,araceli.miranda@tractchun.com
726,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,76,SANDOVAL,ARACELI,araceli.sandoval@tractchun.com
727,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,94,Echeverry,Arley,arley.echeverry@tractchun.com
728,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,156,FLORES,ARTURO,arturo.flores@tractchun.com
729,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,171,Ortiz,Catalina,catalina.ortiz@tractchun.com
730,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,451,ORTIZ,MONTAÑO,montaño.ortiz@tractchun.com
731,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,459,GARCIA,NEYOY,neyoy.garcia@tractchun.com
732,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,511,LEON,PATRICIA,patricia.leon@tractchun.com
733,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1681,MARTINEZ,ALONSO,alonso.martinez@tractchun.com
734,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,1924,MIRANDA,ALONSO,alonso.miranda@tractchun.com
735,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,70,ORRANTIA,ARACELI,araceli.orrantia@tractchun.com
736,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,366,ARMENTA,MONTAÑO,montaño.armenta@tractchun.com
737,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,675,GUTIERREZ,PIÑEIRA,piñeira.gutierrez@tractchun.com
738,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,801,CHAVELAS,ROSAS,rosas.chavelas@tractchun.com
739,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,190,DOURIET,GUILLERMO,guillermo.douriet@tractchun.com
740,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,194,BARRERAS,HERNANDEZ,hernandez.barreras@tractchun.com
741,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,440,GALLARDO,MONTAÑO,montaño.gallardo@tractchun.com
742,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,736,SANTOS,ROSARIO,rosario.santos@tractchun.com
743,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,205,BOJORQUEZ,LETICIA,leticia.bojorquez@tractchun.com
744,20-31410,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,,360,MORA,MONROY,monroy.mora@tractchun.com
